Attendance,Internal_Marks,Assignment_Marks,Study_Hours,Previous_Results
70,29,21,5.5,Distinction
79,29,18,6.6,Distinction
75,27,15,6.6,First Class
73,17,20,5.1,First Class
74,26,14,7.6,First Class
96,23,13,8.1,Distinction
71,21,18,7,First Class
60,16,12,7.8,Second Class
52,13,19,4.4,Second Class
80,24,18,2,First Class
89,26,17,5,First Class
67,24,15,7.2,First Class
91,19,12,7.4,First Class
74,22,19,7.8,Distinction
66,19,19,7.3,Second Class
54,20,18,5.1,First Class
72,17,16,2.6,Second Class
88,22,15,7.6,First Class
64,30,14,6.2,First Class
50,23,16,3.8,Second Class
69,18,16,3.5,First Class
67,24,17,3.5,First Class
73,26,10,3.3,Pass
74,23,11,3.3,First Class
66,22,21,4.8,First Class
72,23,16,4.8,Second Class
73,20,19,3.8,First Class
70,22,13,5.7,Second Class
66,29,15,5.9,First Class
80,28,20,1.8,First Class
79,16,15,4.2,Pass
63,23,20,3.5,First Class
80,30,21,2.5,Distinction
66,17,14,5.1,Pass
62,26,13,5,Second Class
65,23,17,6.5,Distinction
79,22,22,7.2,Distinction
80,13,12,5.1,Second Class
52,23,17,6.6,First Class
74,21,13,7.8,First Class
78,27,18,4,First Class
80,24,18,1.6,Second Class
71,28,18,7,First Class
79,15,14,4,Second Class
69,10,13,3.5,Second Class
82,19,21,8.9,Distinction
65,13,16,7.3,Pass
89,25,12,5.3,First Class
60,22,11,6.4,First Class
82,24,18,5.1,First Class
84,23,22,4.9,First Class
89,24,16,5.3,First Class
84,27,14,8,Distinction
80,24,25,2.7,Distinction
65,22,13,4,Second Class
62,12,14,0.8,Fail
81,18,19,4.8,Second Class
93,26,6,5.3,Second Class
77,30,23,3.3,First Class
72,24,23,4.2,First Class
87,25,17,4.6,First Class
59,29,17,6.5,First Class
44,17,16,2.9,Pass
100,16,20,0.7,Pass
57,25,20,1.2,Pass
51,17,12,4.9,Pass
77,12,21,6.3,First Class
96,16,14,4,Second Class
64,20,18,0.9,Pass
64,30,9,5.7,First Class
89,14,18,8.4,First Class
59,10,13,7.6,Second Class
94,23,20,7.4,First Class
79,28,13,5.6,First Class
30,16,18,7.7,Second Class
95,28,14,6.9,First Class
64,17,24,5.4,Second Class
76,19,20,2.1,Pass
91,18,16,5.2,First Class
50,15,21,3.9,Second Class
71,20,12,4.2,Second Class
93,25,16,1.6,Second Class
98,27,22,2.7,First Class
63,16,25,7.8,Distinction
78,17,20,7.1,First Class
46,21,25,7.3,Second Class
88,29,23,5,First Class
73,26,15,6,First Class
90,21,17,5.8,First Class
94,26,10,9.8,Distinction
71,23,16,4.3,Second Class
71,22,16,4,First Class
68,20,13,3.9,Second Class
79,22,14,4.9,First Class
59,22,17,6.2,Second Class
59,25,20,6.9,First Class
64,19,15,4.7,First Class
58,27,9,10,First Class
43,17,23,6.4,First Class
80,20,14,6.3,First Class
69,23,23,8.4,First Class
100,25,25,3.2,Distinction
90,20,21,11.4,Distinction
63,25,18,4,First Class
50,26,20,4.8,Second Class
79,27,16,5.8,Distinction
90,18,15,7.5,First Class
66,21,16,6.1,Second Class
100,24,14,5.7,Distinction
80,18,10,3,Second Class
100,17,17,2.7,Pass
72,30,20,2.4,Second Class
91,18,18,4.2,First Class
92,25,17,1.9,Second Class
51,22,15,4.1,Pass
88,26,13,7.8,First Class
85,29,17,5.4,Distinction
100,23,17,5.6,First Class
72,17,12,0.5,Fail
82,12,22,5.2,First Class
77,19,18,3.2,First Class
75,30,21,6.2,Distinction
71,25,23,4.9,First Class
73,14,25,7.8,First Class
68,24,22,6.3,First Class
73,18,15,3.2,Second Class
71,21,11,3.1,Second Class
91,19,15,4.7,First Class
92,30,20,5.4,Distinction
79,21,11,0.5,Pass
56,18,14,4.9,First Class
98,18,23,2.2,First Class
68,19,12,5.7,Pass
82,29,14,3.2,First Class
89,30,14,6.2,Distinction
99,21,16,3.8,Second Class
82,9,22,6.1,First Class
72,17,16,6.6,First Class
90,19,17,3.9,First Class
64,17,15,5,Pass
53,20,23,5,Second Class
51,17,22,7.2,Second Class
92,16,12,7.1,Second Class
89,29,18,7.1,Distinction
86,29,19,3.7,Distinction
92,17,18,7.4,Distinction
68,20,17,9.9,First Class
53,27,11,5.7,Second Class
93,20,21,3.5,First Class
84,21,23,6.1,First Class
77,14,19,4.5,First Class
70,25,17,6.3,First Class
70,18,12,3.1,Second Class
93,24,16,4.5,First Class
96,23,7,4.4,First Class
69,26,17,2,Second Class
80,19,19,7.6,Distinction
90,15,17,5.9,Second Class
58,23,22,5.7,First Class
56,22,18,5.7,Second Class
70,26,14,5.5,First Class
81,21,13,7.8,Second Class
46,23,14,4.8,Pass
88,30,20,4.6,Distinction
68,15,25,8.1,First Class
71,19,21,1.4,Pass
89,27,16,5.1,First Class
67,18,17,7.6,First Class
46,20,16,6,Second Class
85,25,10,4.4,First Class
63,30,10,4.9,Second Class
80,21,19,3.2,Second Class
62,29,15,2.8,Second Class
92,30,15,3.7,Distinction
68,20,24,8.6,Distinction
54,24,13,4.5,Second Class
93,14,24,6,First Class
83,20,15,6,First Class
97,15,20,1.8,Second Class
71,27,17,6.3,First Class
62,17,18,5.8,Second Class
100,17,16,0.5,Pass
57,22,24,0.5,Second Class
91,18,14,7.7,First Class
76,22,14,6.8,First Class
66,20,19,7.4,First Class
78,19,10,4,Second Class
65,25,18,7.4,Distinction
88,22,20,6.1,Distinction
75,22,20,6.7,Distinction
72,22,19,6.9,First Class
74,14,19,6.8,Second Class
64,29,13,7.1,First Class
76,30,10,3.7,First Class
49,21,15,3.1,Second Class
64,21,13,3.8,Second Class
68,23,16,5.1,Second Class
66,24,11,7.6,Second Class
100,19,20,4.2,First Class
92,16,15,4.8,Pass
98,20,19,2.2,Second Class
64,23,22,5.1,First Class
62,16,17,7.6,First Class
69,18,16,3,Second Class
60,16,19,4.1,Second Class
63,28,15,4.9,First Class
85,14,12,2.9,Second Class
90,26,10,3.8,First Class
78,24,20,5.5,Distinction
65,16,16,6.8,First Class
86,19,13,3.8,First Class
69,27,23,5,First Class
79,17,19,1.1,Pass
72,25,15,2.4,Second Class
100,18,12,4.7,Second Class
69,24,23,4.5,Second Class
65,22,14,3.5,First Class
86,22,3,5.2,Second Class
73,26,22,3.7,First Class
48,20,16,8.5,First Class
80,25,16,0.8,Second Class
73,26,21,5.6,Second Class
63,20,20,5.3,Second Class
78,22,14,4,Second Class
91,22,14,5.3,First Class
71,25,17,6.1,First Class
81,25,21,7.1,First Class
59,15,18,7.6,First Class
75,20,20,6.3,First Class
82,28,21,2,First Class
57,12,18,0.5,Pass
95,22,16,3.1,Second Class
65,27,15,3.1,First Class
56,22,15,5.1,Second Class
85,24,19,2.1,Second Class
69,22,17,2.1,Pass
82,25,22,7.8,First Class
62,13,25,4.3,Pass
98,25,13,2,First Class
97,20,16,4.2,Second Class
82,22,19,4.8,First Class
91,19,20,3.9,First Class
84,20,25,5.8,Distinction
58,30,19,6.9,First Class
69,24,18,7.3,Distinction
83,29,19,7.1,Distinction
77,21,17,6,First Class
96,26,15,4.7,Distinction
86,15,15,3.9,Second Class
63,22,19,1.7,Pass
60,25,22,3.5,Second Class
98,21,18,2.2,First Class
89,22,15,5.6,First Class
92,29,22,5,Distinction
90,26,18,1.5,Second Class
75,30,18,5.7,First Class
87,25,17,4.1,First Class
90,16,16,6.1,Second Class
67,23,23,5.6,Distinction
71,19,18,7.1,First Class
75,28,17,5.8,Distinction
84,18,21,4.7,First Class
78,19,17,4.6,Second Class
71,16,16,3.7,Second Class
65,24,19,5.2,First Class
75,17,10,5.6,First Class
90,12,14,5.6,Second Class
81,23,16,2.9,Second Class
86,15,16,5.1,First Class
73,18,19,3.7,First Class
76,13,22,5.8,Second Class
68,22,18,3.5,Second Class
41,19,23,6.3,Second Class
45,19,15,6.5,Second Class
81,22,17,4.4,Second Class
64,23,14,6.8,Second Class
89,20,7,1.3,Pass
58,24,22,3.5,Second Class
61,26,16,7,First Class
80,23,20,7.2,Distinction
74,26,19,6.6,Distinction
97,29,16,2.8,First Class
100,13,16,5.1,Second Class
43,25,21,7.9,First Class
92,23,10,4.6,Second Class
73,23,18,6.6,Distinction
100,24,16,4.4,Distinction
60,30,15,5.3,Distinction
75,15,10,2.7,Pass
59,23,19,10.1,First Class
73,16,10,1.3,Second Class
67,26,10,9.5,First Class
85,19,21,7.6,Second Class
84,18,21,7.3,First Class
58,24,16,5.1,First Class
99,22,18,2.8,First Class
99,27,19,3.4,Distinction
85,28,20,6,Distinction
92,17,11,3.1,Pass
66,24,16,4.7,Second Class
96,19,20,2.6,First Class
76,17,22,4.8,First Class
79,17,16,5.5,First Class
62,24,20,7.4,First Class
62,20,16,5.7,First Class
67,27,12,4.2,Second Class
55,14,23,3.6,Second Class
95,19,19,4.7,Distinction
91,23,16,5.7,Distinction
76,24,18,6.9,First Class
77,13,13,6.4,Second Class
88,14,14,5.4,First Class
58,21,11,2.3,Second Class
84,7,19,5,Pass
61,20,16,4.5,Second Class
85,25,12,5.1,Second Class
59,29,11,2.8,First Class
75,21,15,5.7,First Class
86,19,18,4.9,First Class
94,26,19,5.2,First Class
92,30,16,6.7,Distinction
81,26,19,6.3,Distinction
74,23,13,4.2,First Class
85,11,18,4.9,Pass
83,25,11,4.2,Second Class
61,30,15,6.5,First Class
69,21,20,5.8,Pass
70,24,10,1.8,Pass
50,13,12,4.2,Fail
69,22,25,2.8,First Class
43,26,14,6.2,First Class
71,20,20,3.9,First Class
91,26,16,2,First Class
83,17,18,4.4,Second Class
70,18,18,5.3,Second Class
70,25,13,5.5,Second Class
78,26,12,6.7,Distinction
88,22,21,7.2,Distinction
94,24,15,3.6,First Class
89,19,16,4.5,First Class
54,29,18,1.8,Second Class
69,20,17,5.4,Second Class
100,23,15,6.9,First Class
94,16,24,1.9,Second Class
70,26,18,8.4,Distinction
72,29,23,2.6,Distinction
94,16,19,4,Second Class
86,27,18,3.6,Distinction
76,24,15,2.2,Second Class
83,24,20,8.5,Distinction
47,27,15,2.9,Pass
90,18,14,6,First Class
73,20,10,8.8,Second Class
74,16,16,4.5,Second Class
78,8,22,5.2,Pass
73,18,5,7.8,First Class
84,28,21,4.2,First Class
73,24,13,7,First Class
74,25,18,4.3,First Class
42,28,19,5.4,Distinction
64,22,14,7.2,Second Class
91,28,19,7.8,Distinction
67,25,14,4.8,First Class
88,22,12,6.4,First Class
76,10,23,5.9,Second Class
81,17,21,4.4,First Class
85,30,24,8.1,Distinction
95,14,19,2.5,Pass
97,21,12,2.5,First Class
83,23,10,5.1,First Class
59,16,16,5,Second Class
61,20,19,7,First Class
70,15,24,6.4,Second Class
66,22,18,3.6,First Class
95,23,18,3.6,First Class
58,26,21,5.5,Distinction
77,21,22,1.9,Second Class
51,14,16,3.2,Pass
68,30,19,3.5,First Class
85,30,12,4.8,Distinction
80,19,13,4.6,First Class
83,24,23,4.7,First Class
65,14,19,2.2,Pass
95,25,21,2.1,First Class
92,16,19,2.6,Second Class
84,19,17,7.3,First Class
100,28,15,7.4,Distinction
88,21,21,6.3,Distinction
81,22,16,2.3,Second Class
60,22,20,8.1,First Class
63,17,19,6.3,Second Class
72,30,15,3.7,Second Class
53,28,22,4.1,First Class
73,20,17,1,Pass
79,24,17,4.7,First Class
100,30,18,3.4,Distinction
100,29,11,4.9,First Class
58,24,13,4.8,Second Class
86,24,12,7.6,First Class
100,23,22,7.6,Distinction
71,20,16,5,Second Class
77,22,9,4.2,Second Class
64,30,11,3,Second Class
71,25,24,8.8,Distinction
67,24,12,7.7,Distinction
62,17,15,5.4,Second Class
69,17,23,4.5,Second Class
78,29,17,6.5,First Class
81,23,24,0.5,Second Class
87,24,12,7.2,Distinction
93,19,18,2.8,Second Class
75,23,10,2.7,Second Class
73,25,12,4.4,Second Class
69,15,13,2.5,Pass
58,20,16,4.2,Pass
71,16,12,5.4,Second Class
80,17,12,7.9,Second Class
62,29,18,8.4,Distinction
96,30,17,3.1,Distinction
58,14,13,5.1,Second Class
94,21,25,5.2,Distinction
66,23,18,3.2,Second Class
60,30,13,5.5,First Class
53,25,20,2.2,Second Class
93,26,20,2.8,First Class
95,12,12,3.9,Second Class
98,30,14,7.3,First Class
84,30,11,4.7,Distinction
74,25,19,3.3,Second Class
92,24,14,5.2,First Class
80,20,19,3.4,First Class
54,30,18,6.9,Distinction
100,17,9,7.6,First Class
78,28,23,3.8,First Class
85,27,14,7.8,Distinction
74,27,20,8.5,Distinction
84,29,16,3.5,First Class
87,13,23,8.2,First Class
63,26,20,5.7,Second Class
66,24,16,0.5,Pass
53,16,18,4.4,Second Class
69,23,19,7.4,First Class
79,30,17,4.4,First Class
71,24,17,3.4,First Class
100,23,17,8.1,Distinction
75,13,17,3.4,Pass
68,30,20,7,First Class
79,13,13,4.1,Second Class
73,30,17,2.9,First Class
37,24,12,6.4,First Class
84,13,24,7.1,First Class
69,22,18,3.5,First Class
67,20,19,7.1,Second Class
100,24,11,2.7,First Class
83,19,19,4.2,Second Class
72,21,22,7.1,First Class
82,28,25,4.6,Distinction
53,16,17,6.7,Second Class
80,30,19,2.3,First Class
63,23,18,3.9,First Class
64,23,21,5.6,Second Class
65,19,20,5.3,First Class
84,16,14,4.5,Second Class
68,14,17,4.6,Pass
50,16,18,5.5,First Class
90,24,16,5.4,First Class
69,26,23,3.9,Distinction
83,23,18,4.6,Second Class
78,30,23,3.7,Distinction
80,24,17,6.4,Distinction
65,30,10,3.4,First Class
78,14,21,5.7,Second Class
83,24,17,3.8,Distinction
48,18,12,4.8,Second Class
72,21,15,9.9,Second Class
76,19,10,2.5,Second Class
96,19,14,4,First Class
77,22,16,7,First Class
95,20,24,4.4,Distinction
77,22,17,2.3,First Class
86,18,11,4.9,Second Class
70,15,16,9.2,Second Class
89,22,11,2.2,First Class
71,22,14,3.2,First Class
84,26,18,5.3,Distinction
71,16,14,3.3,Second Class
99,17,22,5.9,First Class
58,29,19,5.1,Distinction
73,30,15,0.5,Second Class
58,20,22,6.9,First Class
75,22,13,5.1,First Class
68,20,19,2.5,Pass
84,24,15,6.1,First Class
69,27,20,5.3,First Class
89,30,16,3.9,First Class
63,23,16,5,Second Class
100,25,12,6.4,First Class
76,23,12,7,First Class
75,25,18,4.5,First Class
82,30,24,4.4,Distinction
100,19,11,5.9,First Class
75,27,17,7.5,First Class
92,26,14,3.8,First Class
79,26,16,3,Second Class
84,12,19,6.5,Second Class
74,17,18,7.7,First Class
91,22,20,6,Distinction
95,19,16,0.5,Second Class
97,27,17,3.8,First Class
100,23,12,7.7,First Class
67,16,11,6.4,Second Class
75,18,21,7.3,First Class
65,30,15,2.9,First Class
69,21,17,10.9,Distinction
69,25,10,4.2,Second Class
69,17,16,7.2,Second Class
47,17,18,3.5,Second Class
72,24,18,3.8,First Class
75,19,22,5.8,Second Class
63,15,12,5.4,Second Class
81,25,16,7.3,First Class
85,28,22,4,First Class
42,28,14,7.1,First Class
77,27,21,5.5,First Class
76,24,23,3.8,First Class
83,21,12,5.6,Second Class
83,19,17,4.4,First Class
67,26,19,6.5,First Class
82,29,19,3.4,First Class
65,25,13,2.3,First Class
90,26,18,5.6,Distinction
76,18,15,7.3,Second Class
74,16,13,6.9,First Class
68,22,12,7.6,First Class
73,30,17,1.3,First Class
81,25,21,5.4,First Class
88,26,13,5,First Class
70,27,11,6.9,First Class
76,11,12,7.1,Second Class
72,17,17,3.9,Second Class
69,30,17,7.9,First Class
81,30,16,4,First Class
77,27,23,5.2,First Class
87,24,19,7.7,Distinction
84,25,19,6.1,First Class
79,24,14,3.3,Second Class
74,25,14,1.5,Pass
47,16,16,9.9,Second Class
57,16,19,4.5,Second Class
88,23,15,2.6,Second Class
74,25,15,6.3,Distinction
100,30,16,6.3,Distinction
72,23,14,4.7,Second Class
85,26,10,5,First Class
90,14,13,4.6,Pass
92,18,20,4.4,Second Class
64,20,15,6.9,Second Class
58,23,14,5.6,Pass
51,13,15,6.1,Pass
87,25,14,7.4,First Class
37,22,20,5.5,Second Class
81,19,20,0.7,Second Class
44,17,25,3.3,Second Class
81,17,23,3.5,Second Class
93,20,11,7.3,First Class
100,22,21,6.1,Distinction
59,28,20,4.9,Second Class
98,18,25,7.8,Distinction
65,20,25,2.1,Second Class
63,20,20,4.9,Second Class
65,21,17,3.6,First Class
70,28,18,4.6,First Class
100,19,19,4.5,First Class
85,20,16,6.5,First Class
83,26,20,4.7,Distinction
65,29,13,4.8,Distinction
62,16,21,5.7,Second Class
68,17,11,7.4,Second Class
84,12,18,3.7,Pass
81,18,15,4.4,First Class
68,22,22,3.5,First Class
82,19,10,6.8,Pass
100,26,13,7.1,Distinction
71,25,17,5.8,First Class
84,25,14,7.7,Distinction
72,26,18,8,First Class
99,30,17,2.6,First Class
70,30,17,5.4,Distinction
65,19,21,7.8,First Class
96,19,15,4.4,Second Class
78,18,15,0.5,Pass
100,20,15,5.1,First Class
59,15,11,6.1,Second Class
92,22,17,3.5,First Class
64,12,20,2,Pass
86,17,19,7.2,First Class
79,23,18,4.9,First Class
94,23,15,3.8,First Class
84,18,21,6.4,First Class
81,14,9,6.4,Second Class
97,20,15,4.1,Distinction
91,17,10,2.1,Second Class
73,30,18,2.8,Second Class
97,24,19,6.4,Distinction
72,19,25,3.7,Second Class
74,22,14,6.8,First Class
100,21,11,3.7,Second Class
55,24,15,7,First Class
55,28,8,0.7,Second Class
96,25,15,7.8,First Class
48,23,22,6.2,Second Class
73,20,13,6.2,First Class
62,22,23,1.2,Second Class
53,22,18,4.2,Second Class
64,25,24,6.2,First Class
66,25,13,4.5,First Class
72,13,20,5.5,Pass
64,29,15,3.6,First Class
74,20,9,3.2,Pass
88,30,18,7.7,Distinction
66,20,15,7.3,Second Class
82,22,17,6,First Class
67,23,23,5.3,First Class
69,22,15,3.3,First Class
52,18,8,7.1,Pass
86,19,14,2.8,Second Class
77,25,12,5.1,First Class
85,22,15,3.3,Second Class
100,24,14,0.5,Second Class
71,18,16,7.5,Second Class
96,19,22,3.2,First Class
82,29,21,4.4,Distinction
96,20,18,2.2,First Class
82,24,18,8.5,Distinction
78,16,8,9.4,Second Class
69,27,15,5,First Class
58,25,14,6,Second Class
61,17,20,1.2,Pass
80,21,19,3.2,Second Class
94,30,19,7,Distinction
61,28,16,5.1,First Class
34,16,15,7.1,Second Class
91,27,16,4.1,First Class
65,24,23,2.3,Second Class
81,26,18,6,First Class
80,17,25,6.7,First Class
93,18,12,4,Second Class
88,27,15,3.5,First Class
69,25,24,2.4,First Class
62,22,19,7.2,First Class
48,29,11,3.2,Second Class
98,25,14,3.6,First Class
98,15,17,7.4,First Class
55,19,16,6.7,Second Class
57,25,8,5.7,First Class
73,14,16,1.1,Pass
74,26,17,5.2,Distinction
63,27,21,6.7,Distinction
88,23,21,3.6,First Class
95,23,13,2.4,First Class
80,20,17,5.6,First Class
91,18,25,6.6,Distinction
49,18,21,7.5,Second Class
81,28,21,1.2,First Class
87,17,15,4.3,Second Class
65,29,8,3,Second Class
87,11,10,1.9,Pass
89,21,20,4.1,First Class
84,24,13,4.5,First Class
67,26,24,6.6,Distinction
94,29,19,7.1,Distinction
89,21,16,5.2,First Class
59,19,14,1.6,Fail
92,23,16,6.5,Second Class
61,16,21,3.4,Second Class
100,25,16,5.3,First Class
66,17,18,4.5,Second Class
100,19,24,6.3,Distinction
83,13,19,4.6,Second Class
56,21,21,6.4,Distinction
72,14,17,3.7,First Class
100,19,15,5.7,First Class
37,30,19,9,Distinction
85,22,21,7.8,Distinction
67,17,8,6.3,First Class
77,26,21,2.4,Second Class
62,30,20,5.6,First Class
79,25,16,5.3,Distinction
78,13,17,5.4,Second Class
100,22,16,2.9,First Class
100,19,20,1.7,First Class
74,19,18,6.8,Distinction
67,30,24,6.3,Distinction
42,21,25,1.6,Second Class
100,29,13,2.6,First Class
86,29,21,1.8,Second Class
79,21,14,6.9,Second Class
67,26,22,3.7,Second Class
79,21,20,7.2,First Class
56,20,13,5.1,Second Class
74,28,16,0.5,Pass
77,14,19,6.1,First Class
79,24,22,5.7,First Class
74,17,6,1.6,Pass
75,20,25,2.3,First Class
88,26,14,3.8,Second Class
93,19,14,7.1,First Class
67,18,21,4.6,Pass
80,23,21,8.9,Distinction
67,22,22,5.2,First Class
80,20,19,5.8,First Class
54,21,25,1.3,First Class
96,18,22,5,Distinction
100,21,21,5.3,First Class
57,22,12,4.9,Second Class
85,25,17,6.8,First Class
62,26,14,7.2,First Class
68,20,13,1.9,Pass
58,26,19,9.7,First Class
67,22,20,7,First Class
77,19,16,5.9,Second Class
90,21,18,5.4,First Class
64,17,19,4.5,Second Class
81,30,12,5.2,First Class
83,26,17,1.9,Second Class
84,14,18,6.2,First Class
86,15,12,0.7,Second Class
79,20,20,2.1,Second Class
69,21,18,5.9,Second Class
54,26,18,1.2,Second Class
73,19,18,4.2,Second Class
70,26,11,3.8,First Class
59,13,16,2.6,Second Class
61,7,14,4.9,Pass
76,20,15,7.3,First Class
80,21,19,5,First Class
78,19,25,3.1,Second Class
75,13,18,1.6,Pass
96,20,15,9,Distinction
49,26,20,6.2,First Class
84,28,16,2.9,First Class
80,24,20,6.5,Distinction
61,18,18,4.1,Second Class
40,28,14,7.6,Second Class
100,27,10,6.2,First Class
86,26,17,4.7,First Class
87,29,21,6.6,Distinction
86,21,17,4.5,Second Class
77,22,23,3.7,Second Class
73,14,22,7.8,First Class
71,25,17,7.5,First Class
98,28,15,6.1,Distinction
78,19,18,1.6,Second Class
81,17,16,6.5,Second Class
100,18,19,7.3,Distinction
55,11,17,3.1,Fail
83,30,11,6.8,First Class
74,30,10,7.8,First Class
76,19,14,5.4,Pass
62,30,24,6.1,Distinction
78,19,18,7.7,Distinction
86,9,16,4.2,Second Class
73,14,21,5.9,Second Class
50,23,17,7.2,First Class
59,27,12,6.3,Second Class
89,30,17,4.1,First Class
68,19,18,2.2,Pass
78,17,19,4,Second Class
90,21,20,2.7,Second Class
72,20,15,2.2,Fail
79,19,14,6.2,First Class
71,20,19,6.8,Second Class
86,24,19,7.7,First Class
58,24,20,2.6,Second Class
74,22,14,5.6,First Class
98,26,17,1.6,First Class
58,26,18,5,Second Class
83,16,18,2.5,Second Class
67,29,17,6.9,First Class
62,20,18,1.4,Second Class
84,13,20,6.4,Second Class
91,26,16,2.9,First Class
78,20,12,7.4,Second Class
73,18,23,6.4,Distinction
86,12,16,6.1,First Class
37,23,19,3.1,Second Class
70,29,24,6.4,Distinction
92,22,22,5,First Class
89,17,19,7.8,Distinction
79,19,13,5.2,First Class
47,24,17,4.1,Pass
100,22,19,8.4,Distinction
79,21,18,7.9,First Class
50,17,20,6.8,Second Class
73,21,21,4.6,Second Class
93,22,14,2.7,First Class
100,9,12,6.1,Pass
75,22,16,6.7,First Class
57,26,19,5.2,First Class
59,24,16,5.5,Distinction
62,30,21,7,Distinction
80,16,8,0.7,Pass
81,18,17,5.5,First Class
95,30,23,3.4,First Class
62,23,15,5.6,First Class
71,19,15,5.6,First Class
66,17,22,5.4,Second Class
77,15,15,3.8,Second Class
64,19,23,7.1,First Class
86,30,17,6.6,Distinction
74,19,21,8.2,First Class
72,22,13,2.4,Pass
80,21,16,2.8,First Class
65,18,14,6.9,First Class
57,21,17,6.8,Second Class
95,19,16,3.5,Second Class
69,18,16,3.3,Pass
98,20,20,5.6,First Class
72,23,18,4.5,First Class
81,18,18,1.7,Second Class
66,18,20,6.7,Second Class
71,22,15,5.5,Second Class
67,25,19,2.6,First Class
87,25,15,3.8,First Class
65,21,19,6,Distinction
88,21,14,2.2,Pass
91,21,21,5.5,First Class
73,24,16,5.6,Second Class
73,22,19,3.1,Second Class
80,24,21,4.4,First Class
57,12,16,2.7,Pass
58,27,20,6.6,Distinction
63,23,20,3.3,Second Class
59,20,19,6,Second Class
87,24,18,6.9,First Class
65,27,13,0.5,Second Class
64,28,11,3.4,Second Class
68,16,16,2.4,Second Class
64,21,23,3.7,First Class
95,17,16,0.7,Second Class
81,26,15,9.6,Distinction
63,22,8,3.5,Pass
61,19,9,3.5,Second Class
47,18,23,3.6,Second Class
98,19,18,4.5,First Class
88,15,14,1.7,Pass
91,14,18,3.5,Pass
70,27,15,5.3,First Class
66,28,14,9.9,Distinction
63,24,10,5.6,First Class
88,18,13,6.5,First Class
87,20,15,1.7,Second Class
79,20,20,5.7,Distinction
73,18,16,7.3,Second Class
77,21,19,2.2,First Class
53,13,14,6.1,Pass
62,20,22,8.2,Distinction
66,24,24,8.2,Distinction
68,27,17,1.6,Pass
80,23,11,6,First Class
100,23,19,6,First Class
74,28,16,8.5,First Class
67,29,16,5.9,First Class
71,28,19,6.6,First Class
90,16,20,5.5,First Class
66,21,14,6.7,First Class
66,14,13,5,Pass
94,29,20,2.3,First Class
66,21,17,7.8,First Class
55,9,14,8.8,Second Class
62,24,21,4.4,First Class
97,28,11,5.2,Distinction
80,26,18,4.4,First Class
90,21,16,6.6,Distinction
76,28,9,6.1,Second Class
71,22,13,9.4,First Class
70,28,15,6.1,Distinction
85,21,18,11,Distinction
39,25,15,4,Pass
69,26,15,4.5,Distinction
79,22,15,2.8,First Class
100,25,17,3.2,First Class
91,20,22,6.7,First Class
60,16,16,2,Pass
93,19,16,4.7,Second Class
75,22,8,6.8,Second Class
75,22,19,7.1,First Class
63,18,14,4.8,Second Class
82,21,15,1.4,Second Class
56,24,16,2.8,Second Class
77,21,24,4.3,Distinction
64,24,10,7,Second Class
79,14,20,5.4,First Class
92,20,17,2.5,Second Class
52,25,20,4.7,First Class
90,22,13,5.4,First Class
71,15,16,4.3,Second Class
72,27,10,6.3,First Class
81,24,17,6.2,Distinction
78,20,15,7.9,Second Class
57,17,14,6.7,First Class
76,24,18,3.9,Second Class
81,19,15,4.5,Second Class
94,26,12,7.1,Distinction
70,20,16,4.2,Second Class
56,16,18,4.8,Pass
73,8,20,3,Pass
84,27,19,4.7,Distinction
72,26,21,3.2,First Class
90,29,22,6.2,Distinction
63,26,16,3.7,Second Class
76,16,21,7.3,Distinction
77,23,11,3.1,Second Class
100,20,18,3.8,First Class
94,20,21,5.1,First Class
73,25,19,3.2,First Class
78,22,12,5.7,First Class
88,27,18,5.5,Distinction
61,21,22,5.6,First Class
60,19,17,8.7,First Class
61,30,18,1.7,First Class
30,24,19,6.8,Pass
73,22,17,6.5,Distinction
89,26,11,4.1,Distinction
83,20,21,7.3,Distinction
76,23,22,5,First Class
71,10,16,2.4,Pass
100,24,13,6.2,Distinction
77,25,15,3.6,Distinction
94,20,17,1.4,Second Class
74,21,19,4.8,Distinction
66,18,21,5.4,First Class
90,26,25,8.2,First Class
67,30,21,3,First Class
76,18,13,3.5,Pass
84,13,21,8,First Class
87,26,25,5,First Class
75,21,17,5,Second Class
52,11,19,4.9,Second Class
78,24,15,4.4,First Class
55,27,18,0.5,Second Class
39,24,22,4.9,Second Class
79,26,18,7.5,First Class
74,23,17,5.8,First Class
90,21,17,6.3,First Class
73,25,18,4.9,Second Class
83,21,25,5.4,Distinction
75,22,18,7.4,First Class
75,26,16,3,First Class
82,28,17,1.9,Second Class
83,22,22,7.4,Distinction
80,25,14,5.1,Second Class
79,20,8,5.2,Second Class
55,14,16,4.5,Pass
64,19,11,4.2,Pass
100,30,14,6.7,First Class
64,22,17,5.6,First Class
62,28,16,4.4,Second Class
80,24,22,0.7,First Class
78,25,15,3.7,Second Class
67,25,10,5,First Class
72,25,17,4.8,Distinction
89,22,16,6.3,First Class
77,17,25,3.8,Second Class
55,18,20,3.4,Second Class
79,25,18,7.3,First Class
84,15,15,4.8,Pass
74,19,13,2.2,Pass
83,21,19,4.3,Second Class
72,26,18,4.5,First Class
80,30,15,4,First Class
100,25,25,6.7,Distinction
79,24,18,0.5,Second Class
71,15,15,7.6,Second Class
84,9,17,5.3,Pass
48,23,18,3.8,Second Class
90,24,19,5.1,First Class
